rmse,mae,r2,pearson_r,spearman_rho,params,train_time
1.1577577092791445,0.9453871393117746,0.17617082892648328,0.4221722608403113,0.40715045635590874,"{'alpha': 0.05, 'l1_ratio': 0.3, 'max_iter': 10000, 'random_state': 42}",24.7
1.1643177091342063,0.951528807598023,0.16680854185470695,0.41266692964705154,0.3990069929639872,"{'alpha': 0.05, 'l1_ratio': 0.5, 'max_iter': 10000, 'random_state': 42}",20.9
1.170335629500925,0.9573434098172383,0.1581733768092315,0.4037985280070018,0.3908764088633957,"{'alpha': 0.05, 'l1_ratio': 0.7, 'max_iter': 10000, 'random_state': 42}",24.4
1.1757216344372934,0.962498833596836,0.15040720206385783,0.39584065129196105,0.3837763986099488,"{'alpha': 0.05, 'l1_ratio': 0.9, 'max_iter': 10000, 'random_state': 42}",28.5
1.1557340695437568,0.9432800859257102,0.17904824696430843,0.42505935764458014,0.40940130770078165,"{'alpha': 0.1, 'l1_ratio': 0.1, 'max_iter': 10000, 'random_state': 42}",34.8
1.1682644964037452,0.9553667478847172,0.1611502873259889,0.40715747558068865,0.3939334789077811,"{'alpha': 0.1, 'l1_ratio': 0.3, 'max_iter': 10000, 'random_state': 42}",31.9
1.178391992856093,0.9651174174630501,0.14654354313866924,0.39299918640161974,0.3809530958350171,"{'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 10000, 'random_state': 42}",25.8
1.1861916167824453,0.9722016307166055,0.13520831825866397,0.38365398346337226,0.37213893560502814,"{'alpha': 0.1, 'l1_ratio': 0.7, 'max_iter': 10000, 'random_state': 42}",13.2
1.1939548031356861,0.9791866804144972,0.12385179254349721,0.37408608072879446,0.36322060525757377,"{'alpha': 0.1, 'l1_ratio': 0.9, 'max_iter': 10000, 'random_state': 42}",13.8
1.1820662077905777,0.9684425274555792,0.14121310785296948,0.3899414783443092,0.37719058982319187,"{'alpha': 0.5, 'l1_ratio': 0.1, 'max_iter': 10000, 'random_state': 42}",19.1
1.222452422151033,1.0048472055008189,0.08152839687622271,0.33468449459956595,0.3249351305723718,"{'alpha': 0.5, 'l1_ratio': 0.3, 'max_iter': 10000, 'random_state': 42}",10.7
1.2492749483815442,1.0291396112165487,0.04078079556850078,0.3155684938985575,0.3083138043384322,"{'alpha': 0.5, 'l1_ratio': 0.5, 'max_iter': 10000, 'random_state': 42}",8.2
1.275570835490195,1.051435346781324,-2.524774177481426e-05,,,"{'alpha': 0.5, 'l1_ratio': 0.7, 'max_iter': 10000, 'random_state': 42}",6.9
1.275570835490195,1.051435346781324,-2.524774177481426e-05,,,"{'alpha': 0.5, 'l1_ratio': 0.9, 'max_iter': 10000, 'random_state': 42}",6.9
1.2047358779266764,0.9890106813451919,0.10795761318486474,0.36420056331009126,0.3518361398818768,"{'alpha': 1.0, 'l1_ratio': 0.1, 'max_iter': 10000, 'random_state': 42}",12.7
1.2657816170514544,1.043278897961773,0.015265007054864888,0.28834677900784406,0.2846821761064983,"{'alpha': 1.0, 'l1_ratio': 0.3, 'max_iter': 10000, 'random_state': 42}",7.3
