target_id,n_compounds,rmse,mae,r2,pearson_r,spearman_rho
CHEMBL5261,28,0.38308899666517976,0.34377535810301146,-0.0005011184599335028,,
CHEMBL4598,32,0.5698353810452839,0.3632914036944598,-0.45796607791502475,,
CHEMBL5358,72,0.6366774127150998,0.5352616655125453,-0.1188686879306371,,
CHEMBL1075165,125,0.6495340714535703,0.5634259945726444,-0.4164280228922248,,
CHEMBL2708,25,0.7133373444232881,0.7072687579412457,-3.7178414973668588,,
CHEMBL1908383,18,0.7587609749108597,0.5738222675988166,-0.05420816566625675,,
CHEMBL3116,262,0.7652632077326134,0.5825820242503089,-0.025668500941289807,,
CHEMBL5332,19,0.7935593561657288,0.6546344430510327,-0.2282264801758358,,
CHEMBL4375,14,0.8079686353570512,0.6592545820188697,-0.11000758939453137,,
CHEMBL5319,193,0.808844424779192,0.6429826906006039,-0.028953614445122566,,
CHEMBL4355,29,0.8384741660193887,0.628177918284001,-0.048731134544755195,,
CHEMBL5073,34,0.8397687854204186,0.6444818343740458,-0.0058203490201440555,,
CHEMBL5330,17,0.8459108720760201,0.7021715919618892,-0.6493330733593801,,
CHEMBL1075102,24,0.8703000972057704,0.6462345501418844,-0.540448830203291,,
CHEMBL5024,346,0.9080913382289961,0.7692656103887747,-0.31621260241078186,,
CHEMBL4665585,11,0.9157928373895471,0.7570494212245158,-2.120036997520895,,
CHEMBL1772932,158,0.9174387464610891,0.7635457801762998,-4.206919171334533e-05,,
CHEMBL1908389,302,0.9277735213931396,0.7609989410705337,-0.20471610971211707,,
CHEMBL1981,58,0.9293584945882064,0.6818859509921517,-0.11303199162697486,,
CHEMBL3045,60,0.9377947183537835,0.7027117240899737,-0.018985382491181424,,
CHEMBL4224,21,0.9412676954148519,0.8298265540916148,-0.19382229830898434,,
CHEMBL3861,83,0.9427307882166536,0.8368277227387504,-0.053710924718912256,,
CHEMBL2508,56,0.9456812103958345,0.7513488903347892,-0.39135253803713943,,
CHEMBL6030,19,0.9522137835622201,0.8089325987344523,-0.01822374390148007,,
CHEMBL3055,25,0.9527642042808644,0.8055380022991482,-0.060401822100658364,,
CHEMBL5776,36,0.9585383963690012,0.7800950280938026,-0.04092548070997726,,
CHEMBL4899,32,0.9607593084938761,0.735818778279456,-0.262853653794588,,
CHEMBL5416,10,0.9651460547254477,0.8502934425873496,-1.7036694034904438,,
CHEMBL4525,14,0.9710340504672685,0.8142928271983715,-0.040294253464089325,,
CHEMBL3357,38,0.9799485629736069,0.9056030929534815,-2.3100347565332155,,
CHEMBL5719,75,0.982758889500358,0.8100901360887675,-0.01073311210636807,,
CHEMBL3836,32,0.9853800415073853,0.7654036932466077,-0.5628757881358948,,
CHEMBL6006,32,0.986932973004246,0.8741162747934076,-0.06948997658222877,,
CHEMBL3863,18,0.9871842970338106,0.8554333218565665,-0.0004905073025722739,,
CHEMBL5331,298,0.9917540279924799,0.7866374657221508,-5.813813659383271e-07,,
CHEMBL4766,121,0.9955359975353059,0.8023412349403207,-0.10762312090985393,,
CHEMBL5314,137,1.0001991995397865,0.7889331838876973,-0.3480098988394229,,
CHEMBL3988,14,1.0088814794016245,0.8735159009991198,-2.9944845521696335,,
CHEMBL1163101,85,1.0102881411983522,0.8052941260791648,-0.03345167574572683,,
CHEMBL3385,15,1.0106001449331157,0.8065688625053691,-0.6071664736830298,,
CHEMBL2553,10,1.0108425348575256,0.9225052217446645,-0.00011546881251534025,,
CHEMBL4937,142,1.0213601647454071,0.8704807608710948,-0.2716282603682081,,
CHEMBL3906,39,1.0229018533323095,0.9040665048635083,-0.023884327933254568,,
CHEMBL3830,67,1.0241018160359103,0.794202406017223,-0.07101828489414963,,
CHEMBL4523,222,1.0245458520019168,0.8390315755933894,-0.0006752614524800915,,
CHEMBL1936,378,1.024654421901818,0.847974155667977,-0.0525067235472636,,
CHEMBL2331053,74,1.027637205051416,0.8874396843593775,-0.9752231100012503,,
CHEMBL2041,476,1.0297606594440678,0.7982224149389916,-0.033702380628108486,,
CHEMBL4849,11,1.0303082984842509,0.8680932928645781,-2.4471110962651426,,
CHEMBL2431,75,1.0312528450770952,0.8617119334668096,-0.021589131990272792,,
CHEMBL5932,33,1.0365160473000972,0.7030334257829369,-0.006147119597267325,,
CHEMBL5147,46,1.0391418361594555,0.8044536309846759,-0.044929846022604636,,
CHEMBL2801,25,1.0395813385472412,0.906395275454666,-0.002989658015001506,,
CHEMBL4501,104,1.040256979464476,0.841545981451296,-0.10775627155279022,,
CHEMBL2527,58,1.0478699896244683,0.8683741767441755,-0.03411474812827575,,
